Province_State,Country_Region,Date,ConfirmedCases
Fulton County GA,US,01/30/2020,0
Washington County OR,US,01/30/2020,0
Snohomish County WA,US,01/30/2020,0
Humboldt County CA,US,01/30/2020,0
Sacramento County CA,US,01/30/2020,0
San Diego County CA,US,01/30/2020,0
San Benito CA,US,01/30/2020,0
Los Angeles CA,US,01/30/2020,1
King County WA,US,01/30/2020,1
Cook County IL,US,01/30/2020,1
Skagit WA,US,01/30/2020,0
Thurston WA,US,01/30/2020,0
Island WA,US,01/30/2020,0
Whatcom WA,US,01/30/2020,0
Marin CA,US,01/30/2020,0
Calaveras CA,US,01/30/2020,0
Stanislaus CA,US,01/30/2020,0
San Joaquin CA,US,01/30/2020,0
Essex MA,US,01/30/2020,0
Charlton GA,US,01/30/2020,0
Collier FL,US,01/30/2020,0
Pinellas FL,US,01/30/2020,0
Alachua FL,US,01/30/2020,0
Nassau FL,US,01/30/2020,0
Pasco FL,US,01/30/2020,0
Dallas TX,US,01/30/2020,0
Tarrant TX,US,01/30/2020,0
Montgomery TX,US,01/30/2020,0
Middlesex NJ,US,01/30/2020,0
Jefferson CO,US,01/30/2020,0
Multnomah OR,US,01/30/2020,0
Polk OR,US,01/30/2020,0
Deschutes OR,US,01/30/2020,0
McHenry IL,US,01/30/2020,0
Lake IL,US,01/30/2020,0
Bucks PA,US,01/30/2020,0
Hanover VA,US,01/30/2020,0
Lancaster SC,US,01/30/2020,0
Sullivan TN,US,01/30/2020,0
Johnson IN,US,01/30/2020,0
Howard IN,US,01/30/2020,0
St. Joseph IN,US,01/30/2020,0
Knox NE,US,01/30/2020,0
Stark OH,US,01/30/2020,0
Anoka MN,US,01/30/2020,0
Olmsted MN,US,01/30/2020,0
Summit UT,US,01/30/2020,0
Fairfield CT,US,01/30/2020,0
Litchfield CT,US,01/30/2020,0
Orleans LA,US,01/30/2020,0
Pennington SD,US,01/30/2020,0
Beadle SD,US,01/30/2020,0
Charles Mix SD,US,01/30/2020,0
Davison SD,US,01/30/2020,0
Minnehaha SD,US,01/30/2020,0
Bon Homme SD,US,01/30/2020,0
Socorro NM,US,01/30/2020,0
Bernalillo NM,US,01/30/2020,0
Oakland MI,US,01/30/2020,0
Wayne MI,US,01/30/2020,0
New Castle DE,US,01/30/2020,0
Cuba,Cuba,01/30/2020,0
Guyana,Guyana,01/30/2020,0
Australian Capital Territory,Australia,01/30/2020,0
United Kingdom,United Kingdom,01/30/2020,0
Kazakhstan,Kazakhstan,01/30/2020,0
French Polynesia,France,01/30/2020,0
Manitoba,Canada,01/30/2020,0
Saskatchewan,Canada,01/30/2020,0
Ethiopia,Ethiopia,01/30/2020,0
Sudan,Sudan,01/30/2020,0
Guinea,Guinea,01/30/2020,0
Grand Princess,Canada,01/30/2020,0
Kenya,Kenya,01/30/2020,0
Antigua and Barbuda,Antigua and Barbuda,01/30/2020,0
Alabama,US,01/30/2020,0
Uruguay,Uruguay,01/30/2020,0
Ghana,Ghana,01/30/2020,0
Puerto Rico,US,01/30/2020,0
Namibia,Namibia,01/30/2020,0
Seychelles,Seychelles,01/30/2020,0
Trinidad and Tobago,Trinidad and Tobago,01/30/2020,0
Venezuela,Venezuela,01/30/2020,0
Eswatini,Eswatini,01/30/2020,0
Gabon,Gabon,01/30/2020,0
Guatemala,Guatemala,01/30/2020,0
Mauritania,Mauritania,01/30/2020,0
Rwanda,Rwanda,01/30/2020,0
Saint Lucia,Saint Lucia,01/30/2020,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,01/30/2020,0
Suriname,Suriname,01/30/2020,0
French Guiana,France,01/30/2020,0
Guam,US,01/30/2020,0
Kosovo,Kosovo,01/30/2020,0
Newfoundland and Labrador,Canada,01/30/2020,0
Prince Edward Island,Canada,01/30/2020,0
Central African Republic,Central African Republic,01/30/2020,0
Congo (Brazzaville),Congo (Brazzaville),01/30/2020,0
Equatorial Guinea,Equatorial Guinea,01/30/2020,0
Mayotte,France,01/30/2020,0
Uzbekistan,Uzbekistan,01/30/2020,0
Netherlands,Netherlands,01/30/2020,0
Nova Scotia,Canada,01/30/2020,0
Guadeloupe,France,01/30/2020,0
Benin,Benin,01/30/2020,0
Liberia,Liberia,01/30/2020,0
Curacao,Netherlands,01/30/2020,0
Somalia,Somalia,01/30/2020,0
Tanzania,Tanzania,01/30/2020,0
Virgin Islands,US,01/30/2020,0
Cayman Islands,United Kingdom,01/30/2020,0
Reunion,France,01/30/2020,0
Barbados,Barbados,01/30/2020,0
Montenegro,Montenegro,01/30/2020,0
Kyrgyzstan,Kyrgyzstan,01/30/2020,0
Mauritius,Mauritius,01/30/2020,0
Aruba,Netherlands,01/30/2020,0
Zambia,Zambia,01/30/2020,0
Djibouti,Djibouti,01/30/2020,0
Gambia The,Gambia The,01/30/2020,0
Montserrat,United Kingdom,01/30/2020,0
Bahamas The,Bahamas The,01/30/2020,0
Greenland,Denmark,01/30/2020,0
New Caledonia,France,01/30/2020,0
Bermuda,United Kingdom,01/30/2020,0
Chad,Chad,01/30/2020,0
El Salvador,El Salvador,01/30/2020,0
Fiji,Fiji,01/30/2020,0
Nicaragua,Nicaragua,01/30/2020,0
Madagascar,Madagascar,01/30/2020,0
Haiti,Haiti,01/30/2020,0
Angola,Angola,01/30/2020,0
Cabo Verde,Cabo Verde,01/30/2020,0
Sint Maarten,Netherlands,01/30/2020,0
Niger,Niger,01/30/2020,0
Papua New Guinea,Papua New Guinea,01/30/2020,0
Isle of Man,United Kingdom,01/30/2020,0
Zimbabwe,Zimbabwe,01/30/2020,0
Northwest Territories,Canada,01/30/2020,0
Cape Verde,Cape Verde,01/30/2020,0
East Timor,East Timor,01/30/2020,0
Eritrea,Eritrea,01/30/2020,0
Uganda,Uganda,01/30/2020,0
Thailand,Thailand,01/31/2020,19
Japan,Japan,01/31/2020,15
Singapore,Singapore,01/31/2020,13
Nepal,Nepal,01/31/2020,1
Malaysia,Malaysia,01/31/2020,8
British Columbia,Canada,01/31/2020,1
New South Wales,Australia,01/31/2020,4
Victoria,Australia,01/31/2020,3
Queensland,Australia,01/31/2020,2
Cambodia,Cambodia,01/31/2020,1
Sri Lanka,Sri Lanka,01/31/2020,1
Germany,Germany,01/31/2020,5
Finland,Finland,01/31/2020,1
United Arab Emirates,United Arab Emirates,01/31/2020,4
Philippines,Philippines,01/31/2020,1
India,India,01/31/2020,1
Italy,Italy,01/31/2020,2
Sweden,Sweden,01/31/2020,1
Spain,Spain,01/31/2020,0
South Australia,Australia,01/31/2020,0
Belgium,Belgium,01/31/2020,0
Egypt,Egypt,01/31/2020,0
From Diamond Princess,Australia,01/31/2020,0
Lebanon,Lebanon,01/31/2020,0
Iraq,Iraq,01/31/2020,0
Oman,Oman,01/31/2020,0
Afghanistan,Afghanistan,01/31/2020,0
Bahrain,Bahrain,01/31/2020,0
Kuwait,Kuwait,01/31/2020,0
Algeria,Algeria,01/31/2020,0
Croatia,Croatia,01/31/2020,0
Switzerland,Switzerland,01/31/2020,0
Austria,Austria,01/31/2020,0
Israel,Israel,01/31/2020,0
Pakistan,Pakistan,01/31/2020,0
Brazil,Brazil,01/31/2020,0
Georgia,Georgia,01/31/2020,0
Greece,Greece,01/31/2020,0
North Macedonia,North Macedonia,01/31/2020,0
Norway,Norway,01/31/2020,0
Romania,Romania,01/31/2020,0
Estonia,Estonia,01/31/2020,0
San Marino,San Marino,01/31/2020,0
Belarus,Belarus,01/31/2020,0
Iceland,Iceland,01/31/2020,0
Lithuania,Lithuania,01/31/2020,0
Mexico,Mexico,01/31/2020,0
New Zealand,New Zealand,01/31/2020,0
Nigeria,Nigeria,01/31/2020,0
Western Australia,Australia,01/31/2020,0
Ireland,Ireland,01/31/2020,0
Luxembourg,Luxembourg,01/31/2020,0
Monaco,Monaco,01/31/2020,0
Qatar,Qatar,01/31/2020,0
Ecuador,Ecuador,01/31/2020,0
Azerbaijan,Azerbaijan,01/31/2020,0
Armenia,Armenia,01/31/2020,0
Dominican Republic,Dominican Republic,01/31/2020,0
Indonesia,Indonesia,01/31/2020,0
Portugal,Portugal,01/31/2020,0
Andorra,Andorra,01/31/2020,0
Tasmania,Australia,01/31/2020,0
Latvia,Latvia,01/31/2020,0
Morocco,Morocco,01/31/2020,0
Saudi Arabia,Saudi Arabia,01/31/2020,0
Senegal,Senegal,01/31/2020,0
Argentina,Argentina,01/31/2020,0
Chile,Chile,01/31/2020,0
Jordan,Jordan,01/31/2020,0
Ukraine,Ukraine,01/31/2020,0
Hungary,Hungary,01/31/2020,0
Northern Territory,Australia,01/31/2020,0
Liechtenstein,Liechtenstein,01/31/2020,0
Poland,Poland,01/31/2020,0
Tunisia,Tunisia,01/31/2020,0
Bosnia and Herzegovina,Bosnia and Herzegovina,01/31/2020,0
Slovenia,Slovenia,01/31/2020,0
South Africa,South Africa,01/31/2020,0
Bhutan,Bhutan,01/31/2020,0
Cameroon,Cameroon,01/31/2020,0
Colombia,Colombia,01/31/2020,0
Costa Rica,Costa Rica,01/31/2020,0
Peru,Peru,01/31/2020,0
Serbia,Serbia,01/31/2020,0
Slovakia,Slovakia,01/31/2020,0
Togo,Togo,01/31/2020,0
Malta,Malta,01/31/2020,0
Martinique,Martinique,01/31/2020,0
Bulgaria,Bulgaria,01/31/2020,0
Maldives,Maldives,01/31/2020,0
Bangladesh,Bangladesh,01/31/2020,0
Paraguay,Paraguay,01/31/2020,0
Ontario,Canada,01/31/2020,3
Alberta,Canada,01/31/2020,0
Quebec,Canada,01/31/2020,0
Albania,Albania,01/31/2020,0
Cyprus,Cyprus,01/31/2020,0
Brunei,Brunei,01/31/2020,0
Washington,US,01/31/2020,0
New York,US,01/31/2020,0
California,US,01/31/2020,0
Massachusetts,US,01/31/2020,0
Diamond Princess,US,01/31/2020,0
Grand Princess,US,01/31/2020,0
Georgia,US,01/31/2020,0
Colorado,US,01/31/2020,0
Florida,US,01/31/2020,0
New Jersey,US,01/31/2020,0
Oregon,US,01/31/2020,0
Texas,US,01/31/2020,0
Illinois,US,01/31/2020,0
Pennsylvania,US,01/31/2020,0
Iowa,US,01/31/2020,0
Maryland,US,01/31/2020,0
North Carolina,US,01/31/2020,0
South Carolina,US,01/31/2020,0
Tennessee,US,01/31/2020,0
Virginia,US,01/31/2020,0
Arizona,US,01/31/2020,0
Indiana,US,01/31/2020,0
Kentucky,US,01/31/2020,0
District of Columbia,US,01/31/2020,0
Nevada,US,01/31/2020,0
New Hampshire,US,01/31/2020,0
Minnesota,US,01/31/2020,0
Nebraska,US,01/31/2020,0
Ohio,US,01/31/2020,0
Rhode Island,US,01/31/2020,0
Wisconsin,US,01/31/2020,0
Connecticut,US,01/31/2020,0
Hawaii,US,01/31/2020,0
Oklahoma,US,01/31/2020,0
Utah,US,01/31/2020,0
Burkina Faso,Burkina Faso,01/31/2020,0
Holy See,Holy See,01/31/2020,0
Mongolia,Mongolia,01/31/2020,0
Panama,Panama,01/31/2020,0
Kansas,US,01/31/2020,0
Louisiana,US,01/31/2020,0
Missouri,US,01/31/2020,0
Vermont,US,01/31/2020,0
Alaska,US,01/31/2020,0
Arkansas,US,01/31/2020,0
Delaware,US,01/31/2020,0
Idaho,US,01/31/2020,0
Maine,US,01/31/2020,0
Michigan,US,01/31/2020,0
Mississippi,US,01/31/2020,0
Montana,US,01/31/2020,0
New Mexico,US,01/31/2020,0
